year,naics_name,naics,soc_name,soc,num_ppl,num_ppl_moe,avg_wage,avg_wage_moe
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Construction","23","Computer programmers","151131",2278,1142.29,88252.7,17816.3
2014,"Management of companies & enterprises","55","Computer programmers","151131",750,458.019,83617.3,16528.4
2014,"Management of companies & enterprises","55","Computer programmers","151131",750,458.019,83617.3,16528.4
2014,"Farming","111","Computer programmers","151131",124,160.889,63107.9,68850.8
2014,"Oil & gas extraction","211","Computer programmers","151131",175,161.994,105700.0,88252.6
2014,"Support activities for mining","213","Computer programmers","151131",689,446.508,79898.3,26291.0
2014,"Furniture & related product manufacturing","337","Computer programmers","151131",542,411.439,54367.9,12957.8
2014,"Furniture & home furnishings stores","442","Computer programmers","151131",754,561.811,82320.4,22614.6
2014,"Gasoline stations","447","Computer programmers","151131",310,397.34,62782.6,27085.6
2014,"Air transportation","481","Computer programmers","151131",784,534.898,67869.3,16167.8
2014,"Rail transportation","482","Computer programmers","151131",405,351.218,96022.0,7311.28
2014,"Truck transportation","484","Computer programmers","151131",621,394.556,65792.8,8466.99
2014,"Pipeline transportation","486","Computer programmers","151131",199,235.592,93925.4,9820.18
2014,"Services incidental to transportation","488","Computer programmers","151131",1443,858.455,80196.0,14326.8
2014,"Postal Service","491","Computer programmers","151131",554,838.371,65547.6,0.0
2014,"Couriers & messengers","492","Computer programmers","151131",2959,1055.83,87312.8,5670.84
2014,"Warehousing & storage","493","Computer programmers","151131",95,118.665,95800.4,9.27111e-12
2014,"Broadcasting (except internet)","515","Computer programmers","151131",3643,1343.7,77409.6,34611.7
2014,"Insurance carriers & related activities","524","Computer programmers","151131",25516,3268.08,82196.5,3149.33
2014,"Real estate","531","Computer programmers","151131",2276,1102.56,59394.1,13367.7
2014,"Waste management & remediation services","562","Computer programmers","151131",214,331.515,30252.8,5.67737e-12
2014,"Hospitals","622","Computer programmers","151131",8289,1909.62,73279.6,6341.89
2014,"Performing arts, spectator sports & related industries","711","Computer programmers","151131",407,375.451,69915.8,34531.5
2014,"Museums, art galleries, historical sites, & similar institutions","712","Computer programmers","151131",459,459.978,62663.8,25712.6
2014,"Administration of human resource programs","923","Computer programmers","151131",3103,950.067,74252.7,7996.78
2014,"Coal mining","2121","Computer programmers","151131",71,115.74,121011.0,3.66961e-11
2014,"Metal ore mining","2122","Computer programmers","151131",404,630.916,151264.0,0.0
2014,"Sugar & confectionery products","3113","Computer programmers","151131",42,70.9184,110927.0,4.18057e-11
2014,"Dairy product manufacturing","3115","Computer programmers","151131",128,157.485,63641.1,10580.9
2014,"Animal slaughtering & processing","3116","Computer programmers","151131",317,300.372,81221.2,19840.5
2014,"Beverage manufacturing","3121","Computer programmers","151131",283,464.375,71598.2,0.0
2014,"Tobacco manufacturing","3122","Computer programmers","151131",60,100.599,110927.0,1.31113e-11
2014,"Cut & sew apparel manufacturing","3152","Computer programmers","151131",290,331.132,88115.5,32331.5
2014,"Footwear manufacturing","3162","Computer programmers","151131",184,219.037,85716.1,5.35268e-12
2014,"Sawmills & wood preservation","3211","Computer programmers","151131",276,345.375,75631.9,0.0
2014,"Veneer, plywood, & engineered wood products ","3212","Computer programmers","151131",59,109.258,64539.2,1.10348e-11
2014,"Pulp, paper, & paperboard mills ","3221","Computer programmers","151131",220,259.269,103849.0,9832.1
2014,"Printing & related support activities","3231","Computer programmers","151131",3402,1309.14,68602.0,11374.6
2014,"Resin, synthetic rubber, & fibers & filaments manufacturing   ","3252","Computer programmers","151131",59,98.4674,57480.2,1.00139e-11
2014,"Agricultural chemical manufacturing","3253","Computer programmers","151131",49,79.3847,92775.1,1.31113e-11
2014,"Pharmaceutical & medicine manufacturing","3254","Computer programmers","151131",2720,1044.41,92191.5,15487.4
2014,"Paint, coating, & adhesive manufacturing ","3255","Computer programmers","151131",124,204.35,78657.1,0.0
2014,"Soap, cleaning compound, & cosmetics manufacturing ","3256","Computer programmers","151131",578,507.585,100895.0,26921.3
2014,"Plastics product manufacturing","3261","Computer programmers","151131",854,514.027,85756.3,9625.01
2014,"Glass & glass product manufacturing","3272","Computer programmers","151131",270,302.169,25445.9,22890.5
2014,"Miscellaneous nonmetallic mineral product manufacturing","3279","Computer programmers","151131",182,234.829,108295.0,25050.0
2014,"Aluminum production & processing","3313","Computer programmers","151131",128,173.276,35420.9,3180.24
2014,"Nonferrous metal (except aluminum) production & processing","3314","Computer programmers","151131",12,24.8008,80674.0,0.0
2014,"Foundries","3315","Computer programmers","151131",190,223.496,57798.7,3253.16
2014,"Metal forgings & stampings","3321","Computer programmers","151131",57,91.2834,34790.7,0.0
2014,"Cutlery & hand tool manufacturing","3322","Computer programmers","151131",41,65.8822,50421.2,5.35268e-12
2014,"Machine shops; turned product; screw, nut & bolt manufacturing  ","3327","Computer programmers","151131",996,540.607,52997.8,9206.76
2014,"Commercial & service industry machinery manufacturing","3333","Computer programmers","151131",2203,1209.3,99271.2,55568.7
2014,"Metalworking machinery manufacturing","3335","Computer programmers","151131",851,559.935,64370.9,13041.1
2014,"Engine, turbine, & power transmission equipment manufacturing ","3336","Computer programmers","151131",758,913.348,56900.2,3821.1
2014,"Computer & peripheral equipment manufacturing","3341","Computer programmers","151131",3229,1046.34,107524.0,16286.1
2014,"Navigational, measuring, electromedical, & control instruments manufacturing","3345","Computer programmers","151131",2405,973.685,79461.4,10824.3
2014,"Household appliance manufacturing","3352","Computer programmers","151131",107,119.922,74623.5,1.51397e-11
2014,"Ship & boat building","3366","Computer programmers","151131",398,353.169,84408.7,11079.0
2014,"Other transportation equipment manufacturing","3369","Computer programmers","151131",107,173.202,52438.1,9.27111e-12
2014,"Medical equipment & supplies manufacturing","3391","Computer programmers","151131",2158,824.629,89582.5,25275.6
2014,"Motor vehicle & motor vehicle parts & supplies merchant wholesalers","4231","Computer programmers","151131",323,249.468,78981.8,8808.1
2014,"Lumber & other construction materials merchant wholesalers","4233","Computer programmers","151131",309,492.158,55463.4,2.05573e-11
2014,"Professional & commercial equipment & supplies merchant wholesalers","4234","Computer programmers","151131",2897,1103.2,70172.4,9799.38
2014,"Metals & minerals (except petroleum) merchant wholesalers","4235","Computer programmers","151131",146,173.095,104876.0,2.56705e-11
2014,"Household appliances & electrical & electronic goods merchant wholesalers","4236","Computer programmers","151131",1369,639.971,72708.2,17800.0
2014,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers","4237","Computer programmers","151131",416,316.165,101371.0,18818.1
2014,"Machinery, equipment, & supplies merchant wholesalers     ","4238","Computer programmers","151131",467,339.494,75331.7,19364.1
2014,"Apparel, piece goods, & notions merchant wholesalers","4243","Computer programmers","151131",212,247.587,74989.7,21692.4
2014,"Grocery & related product merchant wholesalers","4244","Computer programmers","151131",608,499.768,65816.3,23307.2
2014,"Farm product raw material merchant wholesalers","4245","Computer programmers","151131",93,155.143,100842.0,7.56983e-12
2014,"Petroleum & petroleum products merchant wholesalers","4247","Computer programmers","151131",92,155.186,141180.0,0.0
2014,"Alcoholic beverages merchant wholesalers","4248","Computer programmers","151131",63,104.853,70589.8,0.0
2014,"Wholesale electronic markets & agents & brokers","4251","Computer programmers","151131",315,507.797,121011.0,3.59069e-11
2014,"Car Dealers","4411","Computer programmers","151131",528,559.825,89360.2,26030.5
2014,"Automotive parts, accessories, & tire stores  ","4413","Computer programmers","151131",114,137.737,55976.4,5168.82
2014,"Lawn & garden equipment & supplies stores","4442","Computer programmers","151131",56,101.399,55463.4,9.64968e-12
2014,"Grocery Stores","4451","Computer programmers","151131",777,519.686,77093.2,10145.7
2014,"Specialty food stores","4452","Computer programmers","151131",101,166.67,67564.5,0.0
2014,"Beer, wine, & liquor stores ","4453","Computer programmers","151131",482,622.411,57181.0,1546.82
2014,"Clothing stores","4481","Computer programmers","151131",784,682.325,91663.8,20714.6
2014,"Miscellaneous general merchandise stores","4529","Computer programmers","151131",108,125.132,96808.8,2.27095e-11
2014,"Miscellaneous retail stores","4539","Computer programmers","151131",86,141.232,70589.8,0.0
2014,"Software publishing","5112","Computer programmers","151131",5903,1670.21,87821.6,11825.5
2014,"Motion pictures & video industries","5121","Computer programmers","151131",1144,1047.04,95877.1,34377.7
2014,"Wired telecommunications carriers","5171","Computer programmers","151131",3974,1036.25,86633.3,10707.1
2014,"Data processing, hosting & related services","5182","Computer programmers","151131",3695,1031.19,75765.3,12774.9
2014,"Automotive equipment rental & leasing","5321","Computer programmers","151131",322,273.702,89114.1,48093.7
2014,"Legal services","5411","Computer programmers","151131",498,487.01,83938.2,35063.5
2014,"Accounting, tax preparation, bookkeeping & payroll services","5412","Computer programmers","151131",2137,903.13,78049.0,15170.2
2014,"Architectural, engineering & related services","5413","Computer programmers","151131",7749,1727.18,71064.7,8075.35
2014,"Specialized design services","5414","Computer programmers","151131",1077,656.323,63785.9,26203.0
2014,"Computer Systems Design","5415","Computer programmers","151131",123742,6996.93,82309.9,3640.23
2014,"Management, scientific & technical consulting services","5416","Computer programmers","151131",11866,2362.45,83050.3,5891.54
2014,"Scientific research & development services","5417","Computer programmers","151131",6470,1495.21,78303.7,9459.13
2014,"Advertising, public relations & related services","5418","Computer programmers","151131",3965,1131.27,77894.2,11044.8
2014,"Employment services","5613","Computer programmers","151131",1901,751.303,113901.0,35207.4
2014,"Business support services","5614","Computer programmers","151131",4353,1340.64,74897.6,12705.4
2014,"Travel arrangements & reservation services","5615","Computer programmers","151131",2451,1067.98,83739.9,11310.3
2014,"Investigation & security services","5616","Computer programmers","151131",1344,890.628,53439.0,8338.76
2014,"Elementary & secondary schools","6111","Computer programmers","151131",3958,1120.05,54893.0,10322.2
2014,"Offices of physicians","6211","Computer programmers","151131",1206,744.168,82722.6,10762.2
2014,"Outpatient care centers","6214","Computer programmers","151131",1043,710.732,67345.9,31120.6
2014,"Home health care services","6216","Computer programmers","151131",940,782.129,89426.9,14900.5
2014,"Nursing Care Facilities","6231","Computer programmers","151131",245,401.601,40337.0,0.0
2014,"Individual & family services","6241","Computer programmers","151131",577,336.921,71283.6,14453.5
2014,"Vocational rehabilitation services","6243","Computer programmers","151131",319,385.806,49283.2,36937.1
2014,"Child day care services","6244","Computer programmers","151131",314,316.273,58947.9,7637.67
2014,"Traveler accommodation","7211","Computer programmers","151131",295,314.744,89486.6,19935.2
2014,"Electronic & precision equipment repair and maintenance","8112","Computer programmers","151131",169,216.807,69217.3,27055.4
2014,"Other personal services","8129","Computer programmers","151131",225,219.301,89982.9,42769.3
2014,"Religious organizations","8131","Computer programmers","151131",1144,686.331,45268.8,23520.8
2014,"Paperboard container manufacturing","32221","Computer programmers","151131",314,280.296,81085.1,25764.0
2014,"Petroleum refining","32411","Computer programmers","151131",964,857.403,112084.0,12040.9
2014,"Tire manufacturing","32621","Computer programmers","151131",16,29.6579,73615.0,0.0
2014,"Agricultural implement manufacturing","33311","Computer programmers","151131",518,530.877,66143.3,27173.6
2014,"Farm supplies merchant wholesalers","42491","Computer programmers","151131",29,48.8471,30252.8,4.23166e-12
2014,"Hardware stores","44413","Computer programmers","151131",97,147.386,30252.8,6.13226e-12
2014,"Pharmacies & drug stores","44611","Computer programmers","151131",497,334.91,90630.4,27665.4
2014,"Shoe stores","44821","Computer programmers","151131",278,331.484,93874.2,8459.16
2014,"Book stores & news dealers","45121","Computer programmers","151131",71,123.044,117986.0,1.69267e-11
2014,"Department stores & discount stores","45211","Computer programmers","151131",2483,805.311,71140.5,17649.6
2014,"Office supplies & stationery stores","45321","Computer programmers","151131",964,561.835,69474.6,26135.9
2014,"Other direct selling establishments","45439","Computer programmers","151131",341,359.67,76315.0,17630.4
2014,"Newspaper publishers","51111","Computer programmers","151131",204,204.537,75252.2,33800.5
2014,"Libraries & archives","51912","Computer programmers","151131",246,276.306,34188.1,27793.6
2014,"Internet publishing, broadcasting & web search portals","51913","Computer programmers","151131",3431,1002.92,93431.7,23600.5
2014,"Veterinary services","54194","Computer programmers","151131",112,195.201,92775.1,1.07054e-11
2014,"Landscaping services","56173","Computer programmers","151131",122,202.697,56471.8,1.00139e-11
2014,"Labor unions","81393","Computer programmers","151131",71,114.543,121011.0,3.59069e-11
2014,"Public finance activities","92113","Computer programmers","151131",1697,654.033,89311.9,6992.59
2014,"Other general government & support","92119","Computer programmers","151131",302,288.115,87986.8,21426.7
2014,"Electronics stores","443142","Computer programmers","151131",5852,1598.71,75280.3,12517.3
2014,"Electronic shopping","454111","Computer programmers","151131",1580,855.68,84620.3,17292.4
2014,"Mail-order houses","454113","Computer programmers","151131",361,325.211,56133.8,14038.1
2014,"Electric power generation, transmission & distribution","2211P","Computer programmers","151131",3921,1363.93,97869.9,11791.8
2014,"Natural gas distribution","2212P","Computer programmers","151131",388,299.551,100341.0,14307.9
2014,"Water, steam, air-conditioning, & irrigation systems","2213M","Computer programmers","151131",761,746.235,57771.8,13680.2
2014,"Electric & gas, and other combinations","221MP","Computer programmers","151131",142,189.55,92888.7,5170.08
2014,"Not specified utilities","22S","Computer programmers","151131",178,213.034,53967.7,47293.9
2014,"Bakeries & tortilla manufacturing, except retail bakeries","3118Z","Computer programmers","151131",193,248.066,113069.0,10291.3
2014,"Animal food, grain & oilseed milling","311M1","Computer programmers","151131",230,289.972,144266.0,56720.7
2014,"Seafood & other miscellaneous foods, n.e.c. ","311M2","Computer programmers","151131",117,137.238,76752.3,8975.32
2014,"Fabric mills, except knitting mills","3132Z","Computer programmers","151131",56,98.0267,60505.5,9.27111e-12
2014,"Textile product mills, except carpets & rugs ","314Z","Computer programmers","151131",41,64.7376,60505.5,1.83481e-11
2014,"Miscellaneous wood products","3219ZM","Computer programmers","151131",396,288.592,56624.6,15962.6
2014,"Miscellaneous paper & pulp products","3222M","Computer programmers","151131",187,240.54,83661.5,26270.3
2014,"Industrial & miscellaneous chemicals","325M","Computer programmers","151131",1316,819.944,50705.9,13742.2
2014,"Cement, concrete, lime, & gypsum product manufacturing ","327M","Computer programmers","151131",197,239.465,50421.2,7.56983e-12
2014,"Iron & steel mills & steel product manufacturing","331M","Computer programmers","151131",1306,718.533,67099.6,11397.1
2014,"Ordnance","33299M","Computer programmers","151131",22,38.8861,110927.0,2.62227e-11
2014,"Structural metals, & boiler, tank, & shipping container manufacturing ","332M","Computer programmers","151131",1253,597.678,69060.3,11452.9
2014,"Miscellaneous fabricated metal products manufacturing","332MZ","Computer programmers","151131",704,430.189,87910.6,43066.7
2014,"Construction, & mining & oil & gas field machinery manufacturing ","3331M","Computer programmers","151131",710,440.459,84834.7,24442.9
2014,"Machinery manufacturing, n.e.c. or not specified","333MS","Computer programmers","151131",2236,971.206,69164.4,14766.6
2014,"Communications, & audio & video equipment manufacturing","334M1","Computer programmers","151131",920,481.898,86889.8,16436.7
2014,"Electronic component & product manufacturing, n.e.c. ","334M2","Computer programmers","151131",4744,1276.91,91539.8,20175.8
2014,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.","335M","Computer programmers","151131",595,325.944,81929.9,25355.2
2014,"Aircraft & parts manufacturing","33641M1","Computer programmers","151131",3264,1259.52,110690.0,34002.1
2014,"Aerospace products & parts manufacturing","33641M2","Computer programmers","151131",2306,861.464,93064.2,12079.7
2014,"Motor vehicles & motor vehicle equipment manufacturing","336M","Computer programmers","151131",4951,1695.45,80897.0,10583.2
2014,"Sporting & athletic goods, & doll, toy & game manufacturing  ","3399M","Computer programmers","151131",933,506.153,51576.1,21724.2
2014,"Miscellaneous manufacturing, n.e.c.  ","3399ZM","Computer programmers","151131",1225,744.518,53504.1,17135.1
2014,"Not specified manufacturing industries","3MS","Computer programmers","151131",513,350.429,43450.7,11117.7
2014,"Miscellaneous durable goods merchant wholesalers","4239Z","Computer programmers","151131",158,196.019,79493.2,9474.69
2014,"Miscellaneous nondurable goods merchant wholesalers","4249Z","Computer programmers","151131",195,256.968,28515.2,3943.11
2014,"Drugs, sundries, & chemical & allied products merchant  wholesalers ","424M","Computer programmers","151131",238,195.757,117414.0,28934.8
2014,"Building material & supplies dealers","4441Z","Computer programmers","151131",1029,817.235,60661.5,23546.8
2014,"Health & personal care, except drug, stores ","446Z","Computer programmers","151131",614,455.365,92755.4,25690.8
2014,"Sporting goods, and hobby & toy stores ","4511M","Computer programmers","151131",526,413.605,69508.5,20842.3
2014,"Bus service & urban transit","485M","Computer programmers","151131",53,85.2826,80674.0,0.0
2014,"Not specified retail trade","4MS","Computer programmers","151131",224,237.03,39382.6,30135.9
2014,"Periodical, book, & directory publishers","5111Z","Computer programmers","151131",2518,967.144,85000.5,11256.7
2014,"Telecommunications, except wired telecommunications carriers ","517Z","Computer programmers","151131",3072,905.917,85446.6,12879.3
2014,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals","5191ZM","Computer programmers","151131",1895,807.163,144747.0,42552.8
2014,"Savings institutions, including credit unions ","5221M","Computer programmers","151131",719,383.694,75577.2,13756.0
2014,"Nondepository credit & related activities","522M","Computer programmers","151131",7538,1586.98,101422.0,14078.8
2014,"Banking & related activities","52M1","Computer programmers","151131",12845,2556.52,102049.0,6152.06
2014,"Securities, commodities, funds, trusts & other financial investments","52M2","Computer programmers","151131",9824,2195.18,112528.0,13755.6
2014,"Commercial, industrial & other intangible assets rental & leasing","53M","Computer programmers","151131",336,551.54,100842.0,4.41393e-11
2014,"Other professional, scientific & technical services ","5419Z","Computer programmers","151131",3099,1172.53,62122.6,10775.8
2014,"Other administrative & other support services","561M","Computer programmers","151131",843,597.505,69414.5,10162.0
2014,"Colleges, universities & professional schools, including junior colleges","611M1","Computer programmers","151131",20850,2935.08,55622.6,4472.85
2014,"Business, technical & trade schools and training","611M2","Computer programmers","151131",394,375.71,65376.1,28075.8
2014,"Other schools & instruction and educational support services","611M3","Computer programmers","151131",1338,719.613,41992.1,23548.4
2014,"Offices of other health practitioners","6213ZM","Computer programmers","151131",224,271.099,52942.3,4980.49
2014,"Other health care services","621M","Computer programmers","151131",2550,999.269,86255.5,9576.71
2014,"Residential care facilities, except skilled nursing facilities","623M","Computer programmers","151131",446,417.383,27754.3,7844.61
2014,"Amusement & Recreation","713Z","Computer programmers","151131",969,531.158,85917.0,29537.6
2014,"Recreational vehicle parks & camps and rooming & boarding houses","721M","Computer programmers","151131",92,155.898,33278.0,0.0
2014,"Restaurants & Food Services","722Z","Computer programmers","151131",787,473.732,89776.7,22853.0
2014,"Business, professional, political, & similar organizations","8139Z","Computer programmers","151131",678,500.171,39838.7,28456.1
2014,"Civic, social, advocacy organizations, & grantmaking & giving services","813M","Computer programmers","151131",1831,895.196,37005.7,10610.8
2014,"Executive offices & legislative bodies","9211MP","Computer programmers","151131",7092,1510.69,71984.3,6095.41
2014,"U. S. Air Force","928110P2","Computer programmers","151131",342,320.752,22490.5,6045.27
2014,"National security & international affairs","928P","Computer programmers","151131",3170,1366.83,80786.6,12405.7
2014,"Administration of environmental quality & housing programs","92M1","Computer programmers","151131",1139,640.778,51916.6,16120.4
2014,"Administration of economic programs & space research","92M2","Computer programmers","151131",2345,785.358,68289.4,8099.63
2014,"Justice, public order, & safety activities ","92MP","Computer programmers","151131",1622,638.864,85778.9,17618.2
2015,"Construction","23","Computer programmers","151131",3348,1120.36,72118.8,11593.5
2015,"Construction","23","Computer programmers","151131",3348,1120.36,72118.8,11593.5
2015,"Construction","23","Computer programmers","151131",3348,1120.36,72118.8,11593.5
2015,"Management of companies & enterprises","55","Computer programmers","151131",1043,521.697,125867.0,31664.1
2015,"Management of companies & enterprises","55","Computer programmers","151131",1043,521.697,125867.0,31664.1
2015,"Farming","111","Computer programmers","151131",216,349.705,29036.7,5.67737e-12
2015,"Support activities for agriculture & forestry","115","Computer programmers","151131",395,549.166,85107.4,7.56983e-12
2015,"Oil & gas extraction","211","Computer programmers","151131",254,285.065,133018.0,40054.4
2015,"Support activities for mining","213","Computer programmers","151131",713,388.423,113181.0,21471.5
2015,"Furniture & related product manufacturing","337","Computer programmers","151131",508,312.964,53309.4,16800.6
2015,"Furniture & home furnishings stores","442","Computer programmers","151131",374,323.579,81927.0,26991.7
2015,"Gasoline stations","447","Computer programmers","151131",41,65.404,46058.1,7.08093e-12
2015,"Air transportation","481","Computer programmers","151131",439,472.62,76549.9,15284.7
2015,"Rail transportation","482","Computer programmers","151131",1474,1247.58,76738.0,10379.9
2015,"Water transportation","483","Computer programmers","151131",156,185.927,92488.6,33407.9
2015,"Truck transportation","484","Computer programmers","151131",1738,988.348,63208.9,17974.0
2015,"Pipeline transportation","486","Computer programmers","151131",128,157.716,84966.6,19607.5
2015,"Services incidental to transportation","488","Computer programmers","151131",1782,906.812,90405.9,13431.7
2015,"Postal Service","491","Computer programmers","151131",764,461.93,84044.6,8264.15
2015,"Couriers & messengers","492","Computer programmers","151131",2062,913.109,85659.1,6252.48
2015,"Warehousing & storage","493","Computer programmers","151131",419,321.842,66109.7,32480.5
2015,"Broadcasting (except internet)","515","Computer programmers","151131",3616,1411.02,59817.6,8975.66
2015,"Insurance carriers & related activities","524","Computer programmers","151131",26094,3223.34,84850.7,3399.26
2015,"Real estate","531","Computer programmers","151131",1010,559.841,61676.9,22194.0
2015,"Waste management & remediation services","562","Computer programmers","151131",307,316.452,90042.0,13460.6
2015,"Hospitals","622","Computer programmers","151131",8876,1890.77,74860.7,5554.23
2015,"Performing arts, spectator sports & related industries","711","Computer programmers","151131",192,197.849,34441.4,13951.5
2015,"Museums, art galleries, historical sites, & similar institutions","712","Computer programmers","151131",517,371.498,36359.2,16146.3
2015,"Administration of human resource programs","923","Computer programmers","151131",3590,1065.33,74348.2,7901.99
2015,"Logging","1133","Computer programmers","151131",71,115.851,40050.6,5.98448e-12
2015,"Coal mining","2121","Computer programmers","151131",595,863.148,91115.0,9.27111e-12
2015,"Fruit & vegetable preserving & specialty food manufacturing","3114","Computer programmers","151131",157,230.702,99909.6,674.826
2015,"Dairy product manufacturing","3115","Computer programmers","151131",59,82.1496,95595.3,42363.9
2015,"Animal slaughtering & processing","3116","Computer programmers","151131",463,350.671,87702.5,11708.5
2015,"Beverage manufacturing","3121","Computer programmers","151131",292,258.358,88742.2,23478.9
2015,"Cut & sew apparel manufacturing","3152","Computer programmers","151131",474,562.841,136660.0,19268.5
2015,"Footwear manufacturing","3162","Computer programmers","151131",86,154.85,120152.0,5.18961e-11
2015,"Sawmills & wood preservation","3211","Computer programmers","151131",66,114.019,72091.0,7.56983e-12
2015,"Veneer, plywood, & engineered wood products ","3212","Computer programmers","151131",279,359.506,97122.6,2.20697e-11
2015,"Pulp, paper, & paperboard mills ","3221","Computer programmers","151131",265,258.776,98543.3,10428.7
2015,"Printing & related support activities","3231","Computer programmers","151131",1659,749.672,62027.1,6400.84
2015,"Resin, synthetic rubber, & fibers & filaments manufacturing   ","3252","Computer programmers","151131",241,364.682,55119.4,1032.3
2015,"Agricultural chemical manufacturing","3253","Computer programmers","151131",108,186.551,104131.0,1.6058e-11
2015,"Pharmaceutical & medicine manufacturing","3254","Computer programmers","151131",2572,1056.13,102336.0,18559.4
2015,"Soap, cleaning compound, & cosmetics manufacturing ","3256","Computer programmers","151131",183,221.948,98868.0,1234.18
2015,"Plastics product manufacturing","3261","Computer programmers","151131",401,450.578,62368.0,24788.3
2015,"Glass & glass product manufacturing","3272","Computer programmers","151131",243,300.105,26205.9,24514.6
2015,"Aluminum production & processing","3313","Computer programmers","151131",171,191.769,70966.8,20391.0
2015,"Nonferrous metal (except aluminum) production & processing","3314","Computer programmers","151131",184,169.995,82473.7,11694.1
2015,"Foundries","3315","Computer programmers","151131",357,366.781,46319.0,15428.7
2015,"Metal forgings & stampings","3321","Computer programmers","151131",165,212.793,70932.0,12321.2
2015,"Cutlery & hand tool manufacturing","3322","Computer programmers","151131",138,233.769,75094.8,7.56983e-12
2015,"Machine shops; turned product; screw, nut & bolt manufacturing  ","3327","Computer programmers","151131",1657,625.123,65411.5,11026.1
2015,"Coating, engraving, heat treating & allied activities ","3328","Computer programmers","151131",272,340.469,60075.8,1.41619e-11
2015,"Commercial & service industry machinery manufacturing","3333","Computer programmers","151131",688,492.149,85062.3,22135.2
2015,"Metalworking machinery manufacturing","3335","Computer programmers","151131",972,476.324,55738.1,7928.94
2015,"Engine, turbine, & power transmission equipment manufacturing ","3336","Computer programmers","151131",158,190.09,102344.0,3229.88
2015,"Computer & peripheral equipment manufacturing","3341","Computer programmers","151131",4108,1352.05,109589.0,12494.2
2015,"Navigational, measuring, electromedical, & control instruments manufacturing","3345","Computer programmers","151131",2789,1231.2,81127.5,14024.7
2015,"Household appliance manufacturing","3352","Computer programmers","151131",112,184.602,112142.0,2.27095e-11
2015,"Ship & boat building","3366","Computer programmers","151131",320,483.425,45056.9,7.08093e-12
2015,"Medical equipment & supplies manufacturing","3391","Computer programmers","151131",2083,1118.31,106811.0,16511.5
2015,"Motor vehicle & motor vehicle parts & supplies merchant wholesalers","4231","Computer programmers","151131",429,367.189,68363.9,27491.4
2015,"Professional & commercial equipment & supplies merchant wholesalers","4234","Computer programmers","151131",1958,889.579,70116.6,16814.0
